#GeneID,Symbol,GeneInfo,Localization,Process,Function,# elements 1,casTLE Effect 1,casTLE Score 1,# elements 2,casTLE Effect 2,casTLE Score 2,Combo casTLE Effect,Combo casTLE Score,Minimum Effect 95% Credible Interval Estimate,Maximum Effect 95% Credible Interval Estimate
ENSG00000156502,SUPV3L1,"suppressor of var1, 3-like 1 (S. cerevisiae)",nucleus|mitochondrion|mitochondrial matrix|mitochondrial nucleoid|mitochondrial degradosome|,mitochondrial mRNA catabolic process|positive regulation of mitochondrial RNA catabolic process|positive regulation of mitochondrial RNA catabolic process|mitochondrial RNA 3'-end processing|ATP catabolic process|DNA recombination|RNA catabolic process|positive regulation of cell growth|DNA duplex unwinding|mitochondrial ncRNA surveillance|mitochondrial mRNA surveillance|negative regulation of apoptotic process|mitochondrion morphogenesis|chromatin maintenance|mitochondrial RNA surveillance|,DNA binding|DNA helicase activity|RNA binding|double-stranded RNA binding|ATP-dependent RNA helicase activity|helicase activity|protein binding|ATP binding|3'-5' RNA helicase activity|protein homodimerization activity|poly(A) RNA binding|,6,-2.1,23.3,7,1.2,11.4,1.3,25.9,-2.6,3
ENSG00000101945,SUV39H1,suppressor of variegation 3-9 homolog 1 (Drosophila),"chromosome, centromeric region|heterochromatin|condensed nuclear chromosome|nucleus|nuclear lamina|nucleoplasm|chromatin silencing complex|rDNA heterochromatin|","chromatin silencing at rDNA|chromatin organization|transcription, DNA-templated|rRNA processing|cell cycle|viral process|cell differentiation|histone H3-K9 dimethylation|histone H3-K9 trimethylation|negative regulation of circadian rhythm|negative regulation of transcription, DNA-templated|rhythmic process|",transcription regulatory region sequence-specific DNA binding|chromatin binding|protein binding|zinc ion binding|S-adenosylmethionine-dependent methyltransferase activity|histone-lysine N-methyltransferase activity|histone methyltransferase activity|histone methyltransferase activity (H3-K9 specific)|protein N-terminus binding|,10,-1.7,3.25,10,0,0,0,0,-3,0.2
ENSG00000152455,SUV39H2,suppressor of variegation 3-9 homolog 2 (Drosophila),"chromosome, centromeric region|chromatin|nuclear heterochromatin|","chromatin assembly or disassembly|chromatin remodeling|transcription, DNA-templated|male meiosis|cell differentiation|histone H3-K9 dimethylation|histone H3-K9 trimethylation|negative regulation of circadian rhythm|negative regulation of transcription, DNA-templated|rhythmic process|",transcription regulatory region sequence-specific DNA binding|chromatin binding|protein binding|zinc ion binding|histone methyltransferase activity (H3-K9 specific)|,10,0,0,10,1.3,3.53,-0.4,1.4,-1.3,2
ENSG00000175854,SWI5,SWI5 recombination repair homolog (yeast),nucleus|Swi5-Sfr1 complex|,double-strand break repair via homologous recombination|cellular response to ionizing radiation|,protein binding|,10,1.1,13.4,10,0.7,8.41,0.8,21.1,0.5,1.5
ENSG00000135316,SYNCRIP,"synaptotagmin binding, cytoplasmic RNA interacting protein",nucleus|nucleoplasm|endoplasmic reticulum|membrane|ribonucleoprotein complex|CRD-mediated mRNA stability complex|catalytic step 2 spliceosome|histone pre-mRNA 3'end processing complex|GAIT complex|,"mRNA splicing, via spliceosome|osteoblast differentiation|RNA processing|RNA splicing|viral process|negative regulation of translation|negative regulation of translation|CRD-mediated mRNA stabilization|cellular response to interferon-gamma|",nucleotide binding|RNA binding|protein binding|poly(A) binding|poly(A) RNA binding|,10,-0.5,9.84,10,-1.2,8.1,-0.7,16.2,-1.4,-0.3
ENSG00000102125,TAZ,tafazzin,mitochondrion|mitochondrion|mitochondrial inner membrane|integral component of membrane|,phospholipid metabolic process|muscle contraction|heart development|skeletal muscle tissue development|hemopoiesis|cardiolipin biosynthetic process|mitochondrial respiratory chain complex I assembly|cardiolipin acyl-chain remodeling|cristae formation|mitochondrial ATP synthesis coupled electron transport|small molecule metabolic process|glycerophospholipid biosynthetic process|cardiac muscle tissue development|cardiac muscle contraction|,1-acylglycerophosphocholine O-acyltransferase activity|,8,1.9,81.2,10,2.9,106,2.8,185,2.3,3.9
ENSG00000121749,TBC1D15,"TBC1 domain family, member 15",cytoplasm|mitochondrion|extracellular vesicular exosome|,regulation of Rab GTPase activity|positive regulation of Rab GTPase activity|,Rab GTPase activator activity|protein binding|,10,-2.8,23.2,10,-0.2,0.407,-2.8,19.7,-5,-1.8
ENSG00000154582,TCEB1,"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)",nucleoplasm|cytosol|VCB complex|elongin complex|,regulation of transcription from RNA polymerase II promoter|transcription from RNA polymerase II promoter|transcription elongation from RNA polymerase II promoter|ubiquitin-dependent protein catabolic process|gene expression|viral process|positive regulation of transcription elongation from RNA polymerase II promoter|positive regulation of viral transcription|regulation of transcription from RNA polymerase II promoter in response to hypoxia|cellular response to hypoxia|,protein binding|protein complex binding|,10,3,47.8,10,0.9,20.4,2.9,57.4,1.7,4.3
ENSG00000042088,TDP1,tyrosyl-DNA phosphodiesterase 1,nucleus|cytoplasm|,single strand break repair|single strand break repair|DNA repair|double-strand break repair|cell death|nucleic acid phosphodiester bond hydrolysis|,double-stranded DNA binding|single-stranded DNA binding|exonuclease activity|protein binding|3'-tyrosyl-DNA phosphodiesterase activity|,10,0.3,0.654,10,-0.1,0.0427,0.2,0.242,-1.2,1.5
ENSG00000150779,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B (yeast),extracellular space|mitochondrial inner membrane|mitochondrial intermembrane space protein transporter complex|,protein targeting to mitochondrion|sensory perception of sound|cellular protein metabolic process|chaperone-mediated protein transport|,zinc ion binding|,10,-0.6,22.4,10,-0.7,26,-0.6,47.8,-1.2,-0.5
ENSG00000143155,TIPRL,TOR signaling pathway regulator,cytoplasm|intracellular membrane-bounded organelle|,DNA damage checkpoint|negative regulation of protein phosphatase type 2A activity|,protein binding|,10,0.7,7.33,10,1.1,25.6,1,30.4,0.6,1.5
ENSG00000145901,TNIP1,TNFAIP3 interacting protein 1,intracellular|nucleus|cytoplasm|,MyD88-dependent toll-like receptor signaling pathway|translation|defense response|inflammatory response|leukocyte cell-cell adhesion|glycoprotein biosynthetic process|negative regulation of I-kappaB kinase/NF-kappaB signaling|negative regulation of viral genome replication|positive regulation of transcription from RNA polymerase II promoter|positive regulation of inflammatory response|negative regulation of ERK1 and ERK2 cascade|modulation by symbiont of host I-kappaB kinase/NF-kappaB cascade|,ubiquitin-specific protease activity|protein binding|mitogen-activated protein kinase binding|,10,-1,0.493,10,-0.2,0.895,-0.2,1.03,-2,0.5
ENSG00000100216,TOMM22,translocase of outer mitochondrial membrane 22 homolog (yeast),mitochondrion|mitochondrial outer membrane translocase complex|mitochondrial inner membrane|membrane|integral component of membrane|,protein targeting to mitochondrion|cellular protein metabolic process|protein import into mitochondrial outer membrane|,protein binding|protein transmembrane transporter activity|protein transmembrane transporter activity|,9,3,23.6,9,2.2,23.7,3,45.8,2.2,5.5
ENSG00000213689,TREX1,three prime repair exonuclease 1,nucleus|nuclear envelope|nucleolus|endoplasmic reticulum membrane|cytosol|,"DNA catabolic process, exonucleolytic|DNA catabolic process, exonucleolytic|DNA catabolic process, exonucleolytic|DNA metabolic process|DNA replication|DNA repair|mismatch repair|DNA recombination|cell death|regulation of type I interferon production|positive regulation of type I interferon production|cellular response to interferon-beta|innate immune response|nucleic acid phosphodiester bond hydrolysis|nucleic acid phosphodiester bond hydrolysis|",double-stranded DNA binding|single-stranded DNA binding|3'-5'-exodeoxyribonuclease activity|3'-5' exonuclease activity|3'-5' exonuclease activity|exodeoxyribonuclease III activity|MutLalpha complex binding|MutSalpha complex binding|adenyl deoxyribonucleotide binding|protein homodimerization activity|protein homodimerization activity|metal ion binding|metal ion binding|,10,0.3,5.11,10,0.5,4.28,0.4,8.83,0.1,0.8
ENSG00000130726,TRIM28,tripartite motif containing 28,nucleus|nucleus|nucleoplasm|nuclear euchromatin|nuclear heterochromatin|,"negative regulation of transcription from RNA polymerase II promoter|epithelial to mesenchymal transition|DNA repair|transcription initiation from RNA polymerase II promoter|gene expression|protein ubiquitination|protein sumoylation|protein sumoylation|positive regulation of transcription factor import into nucleus|innate immune response|positive regulation of DNA repair|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|protein autophosphorylation|protein oligomerization|convergent extension involved in axis elongation|embryonic placenta morphogenesis|negative regulation of viral release from host cell|",DNA binding|sequence-specific DNA binding transcription factor activity|transcription coactivator activity|transcription corepressor activity|protein kinase activity|ubiquitin-protein transferase activity|protein binding|zinc ion binding|ligase activity|ubiquitin protein ligase binding|Krueppel-associated box domain binding|sequence-specific DNA binding|poly(A) RNA binding|chromo shadow domain binding|,10,0.6,3.61,10,0.6,18.5,0.6,21.7,0.3,1.2
ENSG00000152503,TRIM36,tripartite motif containing 36,acrosomal vesicle|cytoskeleton|extracellular vesicular exosome|,acrosome reaction|protein ubiquitination|regulation of cell cycle|,ubiquitin-protein transferase activity|zinc ion binding|ligase activity|,10,-0.4,4.29,10,0,0,-0.4,2.17,-1.6,0.6
ENSG00000189241,TSPYL1,TSPY-like 1,nucleolus|,nucleosome assembly|biological_process|,enzyme binding|,10,-0.7,6,10,-0.6,6.95,-0.6,12.2,-1.2,-0.3
ENSG00000077152,UBE2T,ubiquitin-conjugating enzyme E2T (putative),nucleus|nucleoplasm|,DNA repair|DNA repair|protein monoubiquitination|cellular response to DNA damage stimulus|protein K29-linked ubiquitination|protein K27-linked ubiquitination|protein autoubiquitination|protein K63-linked ubiquitination|protein K48-linked ubiquitination|protein K11-linked ubiquitination|protein K6-linked ubiquitination|,chromatin binding|ubiquitin-protein transferase activity|ATP binding|acid-amino acid ligase activity|ubiquitin protein ligase binding|,10,1.3,59,10,1.5,83.3,1.4,141,1.2,1.8
ENSG00000005007,UPF1,UPF1 regulator of nonsense transcripts homolog (yeast),chromatin|cytoplasmic mRNA processing body|nucleus|cytoplasm|cytosol|exon-exon junction complex|supraspliceosomal complex|,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|nuclear-transcribed mRNA catabolic process|ATP catabolic process|DNA replication|DNA repair|mRNA export from nucleus|regulation of translational termination|regulation of translational termination|dosage compensation by inactivation of X chromosome|gene expression|RNA metabolic process|mRNA metabolic process|histone mRNA catabolic process|",DNA binding|chromatin binding|RNA binding|ATP-dependent RNA helicase activity|helicase activity|protein binding|ATP binding|zinc ion binding|poly(A) RNA binding|,9,0.3,1.1,10,-1,14.3,-0.9,14,-1.7,-0.5
ENSG00000173660,UQCRH,ubiquinol-cytochrome c reductase hinge protein,mitochondrion|mitochondrial inner membrane|mitochondrial respiratory chain|mitochondrial respiratory chain complex III|,"oxidative phosphorylation|mitochondrial electron transport, ubiquinol to cytochrome c|aerobic respiration|respiratory electron transport chain|cellular metabolic process|small molecule metabolic process|protein heterooligomerization|oxidation-reduction process|hydrogen ion transmembrane transport|hydrogen ion transmembrane transport|",ubiquinol-cytochrome-c reductase activity|protein complex binding|,9,1.9,32.4,9,0.9,19.9,1.4,47.6,0.8,2.4
ENSG00000135655,USP15,ubiquitin specific peptidase 15,nucleus|cytoplasm|,ubiquitin-dependent protein catabolic process|transforming growth factor beta receptor signaling pathway|transforming growth factor beta receptor signaling pathway|transforming growth factor beta receptor signaling pathway|protein deubiquitination|BMP signaling pathway|negative regulation of transforming growth factor beta receptor signaling pathway|monoubiquitinated protein deubiquitination|pathway-restricted SMAD protein phosphorylation|,cysteine-type endopeptidase activity|ubiquitin thiolesterase activity|ubiquitin-specific protease activity|transforming growth factor beta receptor binding|identical protein binding|SMAD binding|,10,-1.5,27,10,-0.7,21.5,-0.9,44.5,-1.8,-0.7
ENSG00000164338,UTP15,"UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)",nucleolus|cytoplasm|,rRNA processing|,poly(A) RNA binding|,7,-3.9,29.5,8,-1.7,34.8,-3.8,59.1,-7,-2.1
ENSG00000140153,WDR20,WD repeat domain 20,None,None,None,9,0.1,0.0764,9,0.6,4.37,0.5,3.18,-0.7,1.7
ENSG00000060237,WNK1,WNK lysine deficient protein kinase 1,cytoplasm|,positive regulation of systemic arterial blood pressure|protein phosphorylation|negative regulation of protein kinase activity|ion transport|negative regulation of phosphatase activity|peptidyl-threonine phosphorylation|intracellular signal transduction|intracellular signal transduction|neuron development|regulation of cellular process|negative regulation of pancreatic juice secretion|,protein serine/threonine kinase activity|protein serine/threonine kinase activity|protein kinase inhibitor activity|protein binding|ATP binding|chloride channel inhibitor activity|phosphatase binding|,10,-0.8,4.92,10,0.2,0.912,-0.3,2.13,-1.9,0.5
ENSG00000196632,WNK3,WNK lysine deficient protein kinase 3,cytoplasm|adherens junction|tight junction|,protein phosphorylation|positive regulation of sodium ion transport|positive regulation of peptidyl-threonine phosphorylation|positive regulation of ion transmembrane transporter activity|intracellular signal transduction|negative regulation of apoptotic process|protein autophosphorylation|positive regulation of calcium ion transport|positive regulation of establishment of protein localization to plasma membrane|regulation of ion homeostasis|positive regulation of sodium ion transmembrane transporter activity|positive regulation of sodium ion transmembrane transporter activity|positive regulation of rubidium ion transport|positive regulation of rubidium ion transmembrane transporter activity|,protein kinase activity|protein serine/threonine kinase activity|protein serine/threonine kinase activity|protein binding|ATP binding|chloride channel inhibitor activity|,10,0,0,10,-0.2,0.918,-0.2,0.514,-1.7,1
ENSG00000108039,XPNPEP1,"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble",cytoplasm|cytoplasm|cytosol|extracellular vesicular exosome|,proteolysis|bradykinin catabolic process|,aminopeptidase activity|manganese ion binding|protein homodimerization activity|metalloaminopeptidase activity|,10,-0.5,16.3,10,-0.7,19.2,-0.6,34.8,-1,-0.4
ENSG00000073050,XRCC1,X-ray repair complementing defective repair in Chinese hamster cells 1,nucleus|nucleoplasm|,single strand break repair|response to hypoxia|DNA repair|base-excision repair|base-excision repair|response to organic substance|hippocampus development|response to drug|,damaged DNA binding|protein binding|,7,-0.7,2.22,7,0,0,0,0,-2,0.9
ENSG00000196584,XRCC2,X-ray repair complementing defective repair in Chinese hamster cells 2,replication fork|cytoplasm|centrosome|Rad51B-Rad51C-Rad51D-XRCC2 complex|,mitotic cell cycle|double-strand break repair via homologous recombination|in utero embryonic development|ATP catabolic process|DNA repair|meiotic nuclear division|response to X-ray|response to gamma radiation|strand invasion|negative regulation of neuron apoptotic process|positive regulation of neurogenesis|centrosome organization|,four-way junction DNA binding|protein binding|ATP binding|DNA-dependent ATPase activity|,10,2.2,64.1,10,1.1,40.6,2.1,98.2,1.4,2.7
ENSG00000126215,XRCC3,X-ray repair complementing defective repair in Chinese hamster cells 3,nucleus|replication fork|cytoplasm|mitochondrion|Rad51C-XRCC3 complex|perinuclear region of cytoplasm|,"double-strand break repair via homologous recombination|DNA catabolic process, endonucleolytic|ATP catabolic process|DNA repair|DNA recombination|cellular response to DNA damage stimulus|response to organic substance|regulation of centrosome duplication|resolution of mitotic recombination intermediates|positive regulation of mitotic cell cycle spindle assembly checkpoint|",four-way junction DNA binding|protein binding|ATP binding|DNA-dependent ATPase activity|crossover junction endodeoxyribonuclease activity|,9,3.5,53.2,9,1.6,46.2,3.4,91.4,2.2,4.7
ENSG00000079246,XRCC5,X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining),"nuclear telomere cap complex|nuclear chromosome, telomeric region|nucleus|nucleoplasm|cytosol|membrane|Ku70:Ku80 complex|nonhomologous end joining complex|","telomere maintenance|DNA repair|double-strand break repair|double-strand break repair via nonhomologous end joining|double-strand break repair via nonhomologous end joining|DNA recombination|transcription, DNA-templated|brain development|cell proliferation|viral process|positive regulation of type I interferon production|DNA duplex unwinding|DNA duplex unwinding|response to drug|innate immune response|negative regulation of transcription, DNA-templated|positive regulation of neurogenesis|hematopoietic stem cell differentiation|cellular response to fatty acid|cellular hyperosmotic salinity response|cellular response to X-ray|establishment of integrated proviral latency|",DNA binding|damaged DNA binding|double-stranded DNA binding|double-stranded telomeric DNA binding|ATP-dependent DNA helicase activity|protein binding|ATP binding|protein C-terminus binding|ubiquitin protein ligase binding|telomeric DNA binding|transcription regulatory region DNA binding|poly(A) RNA binding|5'-deoxyribose-5-phosphate lyase activity|,10,1.5,40.3,10,-2.2,79.7,-3,102,-4.7,-2.1
ENSG00000196419,XRCC6,X-ray repair complementing defective repair in Chinese hamster cells 6,nuclear telomere cap complex|nucleus|nucleoplasm|transcription factor complex|nucleolus|cytosol|membrane|Ku70:Ku80 complex|nonhomologous end joining complex|,"telomere maintenance|DNA ligation|DNA repair|double-strand break repair|double-strand break repair via nonhomologous end joining|double-strand break repair via nonhomologous end joining|transcription, DNA-templated|brain development|viral process|positive regulation of type I interferon production|DNA duplex unwinding|DNA duplex unwinding|V(D)J recombination|innate immune response|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|positive regulation of neurogenesis|cellular hyperosmotic salinity response|cellular response to X-ray|establishment of integrated proviral latency|",DNA binding|damaged DNA binding|double-stranded DNA binding|double-stranded telomeric DNA binding|ATP-dependent DNA helicase activity|protein binding|ATP binding|protein C-terminus binding|transcription regulatory region DNA binding|poly(A) RNA binding|5'-deoxyribose-5-phosphate lyase activity|,9,-2.4,51.3,9,1.2,8.25,-2.4,51.9,-4.2,-1.4
ENSG00000114127,XRN1,5'-3' exoribonuclease 1,cytoplasmic mRNA processing body|cytosol|membrane|,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay|nuclear-transcribed mRNA catabolic process|gene expression|RNA metabolic process|mRNA metabolic process|rRNA catabolic process|exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay|nuclear mRNA surveillance|histone mRNA catabolic process|nucleic acid phosphodiester bond hydrolysis|",DNA binding|protein binding|5'-3' exonuclease activity|poly(A) RNA binding|,10,2,55.3,10,1.9,44.7,1.9,99.5,1.2,2.4
ENSG00000060138,YBX3,Y box binding protein 3,nucleus|cytoplasm|polysome|tight junction|perinuclear region of cytoplasm|,"negative regulation of transcription from RNA polymerase II promoter|in utero embryonic development|transcription, DNA-templated|spermatogenesis|male gonad development|response to cold|fertilization|negative regulation of apoptotic process|positive regulation of organ growth|negative regulation of skeletal muscle tissue development|negative regulation of necroptotic process|3'-UTR-mediated mRNA stabilization|cellular response to tumor necrosis factor|cellular hyperosmotic response|negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress|positive regulation of cytoplasmic translation|",double-stranded DNA binding|single-stranded DNA binding|sequence-specific DNA binding transcription factor activity|transcription corepressor activity|mRNA 3'-UTR binding|Rho GTPase binding|poly(A) RNA binding|,10,-0.2,1.13,10,0.2,1.05,0.1,0.351,-1.4,1.3
ENSG00000116809,ZBTB17,zinc finger and BTB domain containing 17,nucleoplasm|,"gastrulation with mouth forming second|transcription, DNA-templated|activation of signaling protein activity involved in unfolded protein response|ectoderm development|endoplasmic reticulum unfolded protein response|cellular protein metabolic process|negative regulation of cell cycle|positive regulation of transcription, DNA-templated|",DNA binding|sequence-specific DNA binding transcription factor activity|protein binding|metal ion binding|,10,0.5,2.48,10,-1.4,16.6,-1.3,14.9,-2.9,-0.5
ENSG00000136367,ZFHX2,zinc finger homeobox 2,nucleus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|adult behavior|",sequence-specific DNA binding transcription factor activity|zinc ion binding|sequence-specific DNA binding|,10,0.4,0.255,10,1,8.29,1,6.54,0.2,1.9
ENSG00000056097,ZFR,zinc finger RNA binding protein,nucleus|chromosome|cytoplasm|,multicellular organismal development|,DNA binding|protein binding|zinc ion binding|poly(A) RNA binding|,10,-0.8,12.2,10,-0.4,6.86,-0.6,17.1,-1,-0.3
ENSG00000015171,ZMYND11,"zinc finger, MYND-type containing 11",nucleus|chromosome|,"negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|cell cycle|cell proliferation|viral process|chromatin modification|regulation of transcription elongation from RNA polymerase II promoter|negative regulation of I-kappaB kinase/NF-kappaB signaling|negative regulation of JNK cascade|negative regulation of extrinsic apoptotic signaling pathway|",DNA binding|transcription corepressor activity|protein binding|zinc ion binding|methylated histone binding|,10,0,0,10,0,0,0,0,-1.5,1.6
ENSG00000185219,ZNF445,zinc finger protein 445,nucleus|extracellular vesicular exosome|,"transcription, DNA-templated|regulation of transcription, DNA-templated|",DNA binding|sequence-specific DNA binding transcription factor activity|metal ion binding|,10,0.9,17.2,10,-0.2,0.978,0.9,15,0.4,1.6
ENSG00000187792,ZNF70,zinc finger protein 70,nucleus|,"transcription, DNA-templated|regulation of transcription, DNA-templated|",DNA binding|metal ion binding|,7,-0.3,1.3,7,1.1,5.15,1.1,2.74,-0.6,2
